"add_genes"	"add_genes_ratio"	"add_genes_mean"
"1"	"Fst"	"8.36363636363636"	"0.92"
"2"	"Aqp2"	"6.90014556040757"	"15.8013333333333"
"3"	"Uncx"	"5.75238095238095"	"0.402666666666667"
"4"	"Slc14a2"	"32.0109452736318"	"21.4473333333333"
"5"	"Wnt7b"	"3.80952380952381"	"0.266666666666667"
"6"	"Mcoln3"	"3.79166666666667"	"0.303333333333333"
"7"	"Ptger1"	"3.77222222222222"	"0.452666666666667"
"8"	"Apela"	"3.71333333333333"	"2.59933333333333"
"9"	"Elf5"	"3.61666666666667"	"0.144666666666667"
"10"	"Krt23"	"3.53333333333333"	"0.141333333333333"
"11"	"Upk3b"	"3.44444444444444"	"0.62"
"12"	"Sptssb"	"3.25"	"0.13"
"13"	"Cfap52"	"3.22666666666667"	"0.161333333333333"
"14"	"Macc1"	"3.04444444444444"	"0.0913333333333333"
"15"	"Chst8"	"3.0156862745098"	"0.512666666666667"
"16"	"Cldn4"	"2.94666666666667"	"0.294666666666667"
"17"	"Ttll6"	"2.93333333333333"	"0.0293333333333333"
"18"	"Wnt11"	"2.91666666666667"	"0.233333333333333"
"19"	"Avpr2"	"2.84848484848485"	"0.313333333333333"
"20"	"Rab11fip1"	"2.51818181818182"	"0.554"
